entryURN,image
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.49,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0681,0.4151,0.1642,0.032"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.50,"urn:cite:bnf:coislin345img.Coislin345_img48@0.2553,0.4137,0.4685,0.03"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.51,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0731,0.435,0.5896,0.026"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.52,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0711,0.455,0.4705,0.0253"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.53,"urn:cite:bnf:coislin345img.Coislin345_img48@0.5586,0.4504,0.1942,0.026"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.54,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0781,0.4763,0.3103,0.0247"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.55,"urn:cite:bnf:coislin345img.Coislin345_img48@0.4014,0.4724,0.1712,0.0247"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.56,"urn:cite:bnf:coislin345img.Coislin345_img48@0.4014,0.4724,0.1712,0.0247"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.57,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0821,0.4923,0.5646,0.0293"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.58,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0821,0.5103,0.5556,0.0306"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.59,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0761,0.5336,0.3964,0.0266"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.60,"urn:cite:bnf:coislin345img.Coislin345_img48@0.5195,0.5237,0.2422,0.03"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.61,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0831,0.5523,0.5606,0.0306"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.62,"urn:cite:bnf:coislin345img.Coislin345_img48@0.6396,0.543,0.1532,0.032"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.63,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0871,0.5776,0.2683,0.026"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.64,"urn:cite:bnf:coislin345img.Coislin345_img48@0.1471,0.5683,0.6476,0.074"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.65,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0881,0.6322,0.1892,0.026"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.66,"urn:cite:bnf:coislin345img.Coislin345_img48@0.2863,0.6223,0.4655,0.0353"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.67,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0871,0.6429,0.7107,0.054"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.68,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0871,0.6882,0.3403,0.0293"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.69,"urn:cite:bnf:coislin345img.Coislin345_img48@0.1341,0.6822,0.6647,0.0786"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.70,"urn:cite:bnf:coislin345img.Coislin345_img48@0.5896,0.7215,0.2142,0.0286"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.71,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0811,0.7375,0.7247,0.0506"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.72,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0881,0.7608,0.7207,0.0526"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.73,"urn:cite:bnf:coislin345img.Coislin345_img48@0.0951,0.7975,0.7377,0.05"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.74,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2402,0.1123,0.2272,0.0347"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.75,"urn:cite:bnf:coislin345img.Coislin345_img49@0.5135,0.1137,0.3313,0.0374"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.76,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2412,0.1359,0.3734,0.0361"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.77,"urn:cite:bnf:coislin345img.Coislin345_img49@0.6326,0.1387,0.2833,0.0569"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.78,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2382,0.1567,0.3504,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.79,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2362,0.1768,0.3664,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.80,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2983,0.1741,0.6046,0.0576"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.81,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2382,0.208,0.3594,0.0361"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.82,"urn:cite:bnf:coislin345img.Coislin345_img49@0.6266,0.2191,0.2933,0.0499"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.83,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2272,0.2358,0.5285,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.84,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2302,0.251,0.2082,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.85,"urn:cite:bnf:coislin345img.Coislin345_img49@0.4765,0.2552,0.4284,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.86,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2312,0.2705,0.2312,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.87,"urn:cite:bnf:coislin345img.Coislin345_img49@0.4735,0.2767,0.4244,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.88,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2262,0.292,0.6907,0.07"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.89,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2282,0.3488,0.2232,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.90,"urn:cite:bnf:coislin345img.Coislin345_img49@0.4665,0.3551,0.2022,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.91,"urn:cite:bnf:coislin345img.Coislin345_img49@0.6917,0.353,0.1962,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.92,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2232,0.3682,0.3373,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.93,"urn:cite:bnf:coislin345img.Coislin345_img49@0.5696,0.3731,0.3433,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.94,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2262,0.3863,0.2903,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.95,"urn:cite:bnf:coislin345img.Coislin345_img49@0.5425,0.3918,0.3223,0.0354"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.96,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2222,0.4092,0.4955,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.97,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2332,0.43,0.3884,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.98,"urn:cite:bnf:coislin345img.Coislin345_img49@0.6486,0.4334,0.1982,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.99,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2322,0.4521,0.6206,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.100,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2292,0.4681,0.4635,0.0264"

urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.101,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2252,0.4882,0.6827,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.102,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2232,0.5062,0.2052,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.103,"urn:cite:bnf:coislin345img.Coislin345_img49@0.4274,0.5111,0.2052,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.104,"urn:cite:bnf:coislin345img.Coislin345_img49@0.6436,0.5139,0.2693,0.0395"

urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.105,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2122,0.5236,0.2553,0.034"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.106,"urn:cite:bnf:coislin345img.Coislin345_img49@0.4775,0.5333,0.3193,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.107,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2142,0.5499,0.3824,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.108,"urn:cite:bnf:coislin345img.Coislin345_img49@0.6206,0.5555,0.2833,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.109,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2132,0.5693,0.6877,0.043"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.110,"urn:cite:bnf:coislin345img.Coislin345_img49@0.4565,0.5915,0.3173,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.111,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2142,0.6068,0.6206,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.112,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2182,0.6255,0.2683,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.113,"urn:cite:bnf:coislin345img.Coislin345_img49@0.5085,0.6318,0.2733,0.0222"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.114,"urn:cite:bnf:coislin345img.Coislin345_img49@0.1882,0.6449,0.6406,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.115,"urn:cite:bnf:coislin345img.Coislin345_img49@0.1892,0.6609,0.7057,0.0908"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.116,"urn:cite:bnf:coislin345img.Coislin345_img49@0.1962,0.7399,0.6947,0.0458"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.117,"urn:cite:bnf:coislin345img.Coislin345_img49@0.5846,0.7656,0.3203,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.118,"urn:cite:bnf:coislin345img.Coislin345_img49@0.2002,0.7781,0.6877,0.0534"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon.119,"urn:cite:bnf:coislin345img.Coislin345_img49@0.6206,0.8051,0.2743,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon124,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0851,0.1117,0.6937,0.0388"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon125,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0881,0.1394,0.3804,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon126,"urn:cite:bnf:coislin345img.Coislin345_img50@0.4765,0.1331,0.2222,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon127,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0911,0.1671,0.1451,0.0222"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon128,"urn:cite:bnf:coislin345img.Coislin345_img50@0.2523,0.1567,0.3944,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon129,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0931,0.1838,0.2362,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon130,"urn:cite:bnf:coislin345img.Coislin345_img50@0.3253,0.1796,0.1892,0.0222"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon131,"urn:cite:bnf:coislin345img.Coislin345_img50@0.5546,0.1713,0.1772,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon132,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0921,0.2074,0.2022,0.0208"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon133,"urn:cite:bnf:coislin345img.Coislin345_img50@0.2963,0.199,0.3093,0.0236"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon134,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0891,0.224,0.2823,0.0222"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon135,"urn:cite:bnf:coislin345img.Coislin345_img50@0.3664,0.2157,0.2943,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon136,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0951,0.2386,0.4795,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon137,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1321,0.2295,0.6316,0.0569"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon138,"urn:cite:bnf:coislin345img.Coislin345_img50@0.4555,0.2531,0.3133,0.0479"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon139,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0961,0.2809,0.3433,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon140,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1001,0.3017,0.2723,0.0208"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon141,"urn:cite:bnf:coislin345img.Coislin345_img50@0.3824,0.2892,0.3514,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon142,"urn:cite:bnf:coislin345img.Coislin345_img50@0.0981,0.3107,0.6827,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon143,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1001,0.3363,0.3724,0.0236"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon144,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1441,0.3301,0.6507,0.052"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon145,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1081,0.3731,0.6627,0.0458"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon146,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1071,0.4092,0.7087,0.0368"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon147,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1041,0.4258,0.5906,0.0548"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon148,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1441,0.4515,0.6346,0.0485"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon149,"urn:cite:bnf:coislin345img.Coislin345_img50@0.4785,0.466,0.3303,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon150,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1061,0.4931,0.2753,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon151,"urn:cite:bnf:coislin345img.Coislin345_img50@0.4044,0.4917,0.1471,0.0243"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon152,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1612,0.4847,0.6096,0.0506"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon153,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1061,0.5222,0.6817,0.0527"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon154,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1141,0.5624,0.6827,0.1137"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon155,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1191,0.6692,0.1632,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon156,"urn:cite:bnf:coislin345img.Coislin345_img50@0.2913,0.6664,0.2142,0.0236"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon157,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1241,0.6623,0.6867,0.0499"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon158,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1241,0.7039,0.6867,0.0513"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon159,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1241,0.7427,0.2543,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon160,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1211,0.7607,0.5015,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon161,"urn:cite:bnf:coislin345img.Coislin345_img50@0.1291,0.7753,0.6627,0.0506"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon162,"urn:cite:bnf:coislin345img.Coislin345_img50@0.6116,0.7933,0.1802,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon163,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2402,0.1123,0.3293,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon164,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5756,0.1165,0.3554,0.0534"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon165,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2352,0.1304,0.4114,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon166,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2272,0.1533,0.3864,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon167,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6116,0.1602,0.2492,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon168,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2292,0.1748,0.6787,0.0596"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon169,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5305,0.2129,0.3844,0.0492"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon170,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2302,0.2323,0.2663,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon171,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5175,0.2337,0.1892,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon172,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2322,0.2497,0.2823,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon173,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2813,0.2587,0.6236,0.0603"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon174,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2122,0.3058,0.4284,0.0361"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon175,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6507,0.3183,0.2553,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon176,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2282,0.3294,0.2553,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon177,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2653,0.335,0.6336,0.0472"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon178,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2202,0.3696,0.5065,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon179,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2292,0.387,0.4174,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon180,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2633,0.3974,0.6366,0.0596"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon181,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2142,0.4466,0.2322,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon182,"urn:cite:bnf:coislin345img.Coislin345_img51@0.4525,0.4515,0.2322,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon183,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6957,0.4563,0.2322,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon184,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2182,0.4639,0.3183,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon185,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5445,0.4723,0.2613,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon186,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2222,0.4896,0.5586,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon187,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2212,0.5021,0.4815,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon188,"urn:cite:bnf:coislin345img.Coislin345_img51@0.7147,0.5097,0.2022,0.0347"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon187b,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2222,0.5257,0.2743,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon189,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5125,0.5264,0.4104,0.0444"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon190,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2142,0.5423,0.3123,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon191,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2112,0.5596,0.4585,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon192,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6667,0.5666,0.2122,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon193,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2152,0.5756,0.3003,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon194,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5235,0.5853,0.3413,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon195,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2132,0.5978,0.2693,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon196,"urn:cite:bnf:coislin345img.Coislin345_img51@0.4855,0.6012,0.4284,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon197,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2082,0.6207,0.1602,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon198,"urn:cite:bnf:coislin345img.Coislin345_img51@0.3724,0.62,0.2773,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon199,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6496,0.6276,0.2372,0.0416"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon200,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2212,0.6359,0.2913,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon201,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2082,0.6602,0.6907,0.0451"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon202,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2002,0.6963,0.6206,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon203,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2152,0.7191,0.4645,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon204,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2112,0.7399,0.4154,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon205,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6386,0.7462,0.2262,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon206,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2062,0.7607,0.6707,0.0381"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon207,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6446,0.7809,0.2292,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon208,"urn:cite:bnf:coislin345img.Coislin345_img51@0.1942,0.7933,0.3133,0.0347"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon209,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5105,0.7989,0.3954,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon210,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0711,0.1221,0.3213,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon211,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4074,0.1158,0.3083,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon212,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0681,0.1366,0.5706,0.0374"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon213,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0701,0.1644,0.4444,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon214,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1201,0.1519,0.6296,0.0603"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon215,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0771,0.2136,0.2553,0.0215"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon216,"urn:cite:bnf:coislin345img.Coislin345_img52@0.3393,0.1949,0.4124,0.0534"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon217,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0791,0.2261,0.4294,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon218,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0731,0.2462,0.2432,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon219,"urn:cite:bnf:coislin345img.Coislin345_img52@0.3363,0.242,0.2392,0.0229"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon220,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0781,0.2601,0.5165,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon221,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0771,0.2739,0.6116,0.034"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon222,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0761,0.301,0.2242,0.0243"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon223,"urn:cite:bnf:coislin345img.Coislin345_img52@0.3273,0.2899,0.3564,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon224,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0761,0.3121,0.4334,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon225,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0791,0.3363,0.3283,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon226,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4174,0.328,0.2583,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon227,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0881,0.3523,0.4705,0.0333"
